D3,39,Hillsborough,2015,3900001,CHUCK E CHEESE'S,14308 DALE MABRY HWY,TAMPA,33618,1105531,1,Food,Routine - Food,Inspection Completed - No Further Action,8/19/2016,,,1,0,0,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3691416,5940092
D3,39,Hillsborough,2010,3900002,STEAK N SHAKE REST #76,2315 S DALE MABRY,TAMPA,336296315,2593981,4,Food,Routine - Food,Call Back - Complied,12/2/2016,,,5,0,3,2,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2183293,6111834
D3,39,Hillsborough,2010,3900002,STEAK N SHAKE REST #76,2315 S DALE MABRY,TAMPA,336296315,2593981,3,Food,Routine - Food,Call Back - Complied,9/9/2016,,,6,0,3,3,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2183293,6051592
D3,39,Hillsborough,2010,3900002,STEAK N SHAKE REST #76,2315 S DALE MABRY,TAMPA,336296315,2593981,1,Food,Routine - Food,Warning Issued,8/31/2016,,,22,1,6,15,Y,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,1,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2183293,5928757
D3,39,Hillsborough,2010,3900002,STEAK N SHAKE REST #76,2315 S DALE MABRY,TAMPA,336296315,2643309,1,Food,Routine - Food,Warning Issued,2/6/2017,,,24,1,5,18,Y,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,5,3,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2183293,6050425
D3,39,Hillsborough,2010,3900002,STEAK N SHAKE REST #76,2315 S DALE MABRY,TAMPA,336296315,2593981,2,Food,Routine - Food,Call Back - Admin. complaint recommended,9/1/2016,,,11,1,5,5,Y,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2183293,6050328
D3,39,Hillsborough,2010,3900002,STEAK N SHAKE REST #76,2315 S DALE MABRY,TAMPA,336296315,2643309,2,Food,Routine - Food,Call Back - Complied,2/13/2017,,,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2183293,6152991
D3,39,Hillsborough,2010,3900019,JERSEY MIKES SUBS,10051 N DALE MABRY HWY,TAMPA,33618,2619539,1,Food,Routine - Food,Inspection Completed - No Further Action,7/19/2016,,,10,0,2,8,Y,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5782253,5967696
D3,39,Hillsborough,2010,3900019,JERSEY MIKES SUBS,10051 N DALE MABRY HWY,TAMPA,33618,2634530,1,Food,Routine - Food,Inspection Completed - No Further Action,3/2/2017,,,8,0,2,6,Y,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5782253,6015087
D3,39,Hillsborough,2010,3900026,RIVERVIEW SANDWICH SHOP, U S 301 & RIVERVIEW,RIVERVIEW,33569,2666574,1,Food,Complaint Full,Inspection Completed - No Further Action,1/5/2017,,,7,1,0,6,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2183307,6134294
